ID,Age,Gender,Undergraduate_Major,Undergraduate_GPA,WorkYrsExp,CrtJob,Present_Salary,MngExp,Undergrade_UniRank,Entrepreneurial_Interest,Networking,Scholarship_Type,Post_Job,Expected_Salary,Post_Work_Loc,Reason,Study_Type,Response,TOEIC_Score
3857,33,Male,Economics,3.64,8,Analyst,70550,No,302,7.7,5.9,Self-funded,Finance Manager,85641,International,Skill Enhancement,Online,Yes,850
3858,22,Female,Engineering,2.76,3,Entrepreneur,54502,No,70,7.0,6.4,Loan,Marketing Director,124508,Domestic,Entrepreneurship,Online,Yes,600
3859,23,Female,Business,2.71,7,Entrepreneur,82017,No,347,2.2,3.2,Scholarship,Executive,112702,International,Career Growth,On-Campus,Yes,750
3860,21,Female,Arts,2.68,2,Manager,57260,No,226,1.8,5.4,Self-funded,Startup Founder,184317,Domestic,Entrepreneurship,On-Campus,No,500
3861,26,Female,Engineering,3.85,4,Analyst,118405,Yes,463,2.6,7.0,Employer,Consultant,116645,International,Entrepreneurship,On-Campus,Yes,650
3862,31,Male,Economics,2.1,6,Analyst,81860,Yes,60,1.7,8.9,Employer,Finance Manager,197222,Domestic,Skill Enhancement,Online,No,550
3863,31,Female,Economics,2.89,0,Entrepreneur,82440,No,121,6.2,8.3,Scholarship,Finance Manager,166123,International,Career Growth,On-Campus,Yes,600
3864,27,Female,Engineering,2.53,0,Consultant,97190,No,55,9.7,8.8,Self-funded,Executive,159981,International,Career Growth,On-Campus,Yes,600
3865,31,Male,Economics,3.79,2,Entrepreneur,93086,No,310,8.0,10.0,Employer,Executive,109960,Domestic,Networking,Online,Yes,800
3866,31,Male,Engineering,2.19,3,Engineer,63565,No,414,7.7,3.4,Scholarship,Marketing Director,105098,Domestic,Skill Enhancement,Online,Yes,850
3867,22,Female,Engineering,2.82,0,Consultant,104437,Yes,335,8.5,7.5,Employer,Finance Manager,98173,International,Career Growth,Online,No,500
3868,28,Female,Arts,2.81,7,Manager,59300,Yes,255,9.1,6.1,Scholarship,Finance Manager,143976,International,Entrepreneurship,On-Campus,No,600
3869,34,Male,Engineering,3.78,1,Analyst,117532,Yes,59,3.7,6.3,Employer,Finance Manager,182189,Domestic,Career Growth,On-Campus,No,900
3870,26,Female,Economics,2.43,4,Consultant,86604,Yes,36,1.8,3.6,Employer,Consultant,198643,International,Networking,Online,Yes,650
3871,34,Male,Science,3.29,5,Manager,58629,No,58,7.8,8.6,Employer,Finance Manager,158805,International,Entrepreneurship,Online,No,650
3872,24,Male,Arts,2.27,5,Entrepreneur,56690,Yes,313,4.8,8.1,Self-funded,Marketing Director,158434,International,Entrepreneurship,Online,Yes,550
3873,25,Male,Economics,3.91,5,Manager,73704,No,107,9.5,8.4,Loan,Finance Manager,97924,Domestic,Entrepreneurship,On-Campus,No,750
3874,28,Male,Economics,3.19,0,Engineer,56926,Yes,93,9.4,10.0,Self-funded,Marketing Director,78843,International,Career Growth,Online,No,500
3875,34,Male,Arts,3.25,2,Manager,100650,Yes,391,9.8,3.8,Loan,Executive,129193,International,Entrepreneurship,On-Campus,No,600
3876,23,Male,Arts,2.87,2,Consultant,59149,Yes,463,8.0,9.8,Loan,Marketing Director,146459,International,Entrepreneurship,Online,No,550
3877,23,Female,Economics,2.68,7,Analyst,72416,No,308,6.5,2.9,Self-funded,Finance Manager,183209,Domestic,Skill Enhancement,Online,Yes,700
3878,34,Female,Science,2.43,5,Consultant,93084,Yes,307,7.9,1.8,Self-funded,Startup Founder,144155,Domestic,Career Growth,Online,Yes,900
3879,34,Male,Business,3.21,1,Consultant,72195,No,93,3.5,1.1,Employer,Executive,198387,International,Networking,On-Campus,Yes,990
3880,31,Male,Economics,3.91,0,Analyst,116617,Yes,14,1.0,3.1,Loan,Consultant,131421,International,Career Growth,On-Campus,No,600
3881,24,Male,Arts,2.72,3,Engineer,34484,Yes,202,5.1,3.8,Self-funded,Consultant,196399,International,Career Growth,On-Campus,Yes,650
3882,21,Female,Engineering,3.77,0,Consultant,109038,No,408,6.8,3.8,Self-funded,Startup Founder,110039,International,Career Growth,On-Campus,No,600
3883,29,Male,Engineering,2.3,4,Analyst,66134,Yes,422,8.6,9.4,Loan,Startup Founder,84967,International,Career Growth,Online,Yes,600
3884,28,Male,Arts,3.87,7,Analyst,43251,No,258,1.5,3.8,Self-funded,Executive,194860,International,Entrepreneurship,Online,No,900
3885,28,Female,Arts,2.7,9,Consultant,50908,No,199,1.4,6.9,Employer,Finance Manager,82485,International,Skill Enhancement,Online,No,990
3886,34,Female,Business,2.76,1,Analyst,64832,No,120,9.4,9.9,Self-funded,Executive,167079,International,Networking,Online,Yes,500
3887,30,Male,Arts,2.93,7,Entrepreneur,61975,No,373,2.8,3.6,Scholarship,Consultant,89788,International,Career Growth,On-Campus,Yes,550
3888,26,Male,Engineering,3.44,7,Consultant,34538,No,291,7.2,9.8,Loan,Executive,160127,Domestic,Career Growth,On-Campus,No,600
3889,27,Male,Science,3.44,5,Engineer,49810,No,220,2.3,7.9,Scholarship,Finance Manager,76491,Domestic,Skill Enhancement,Online,No,800
3890,26,Female,Arts,2.96,7,Entrepreneur,31016,No,168,9.1,8.3,Scholarship,Finance Manager,129077,International,Entrepreneurship,Online,Yes,850
3891,29,Female,Business,3.05,1,Engineer,93055,Yes,178,7.7,6.1,Self-funded,Consultant,139896,Domestic,Networking,Online,Yes,500
3892,23,Male,Science,2.06,6,Consultant,35690,Yes,154,1.5,8.0,Employer,Marketing Director,174122,International,Skill Enhancement,On-Campus,Yes,500
3893,34,Female,Business,2.61,7,Manager,41615,Yes,352,3.4,6.5,Loan,Consultant,90063,Domestic,Entrepreneurship,On-Campus,Yes,850
3894,23,Male,Science,2.69,3,Analyst,119568,Yes,143,9.7,5.4,Loan,Marketing Director,79671,International,Networking,On-Campus,Yes,500
3895,23,Male,Arts,3.12,8,Entrepreneur,91831,Yes,363,8.6,8.7,Self-funded,Finance Manager,115551,Domestic,Networking,On-Campus,Yes,600
3896,30,Male,Engineering,3.12,5,Consultant,116146,No,470,1.4,8.4,Scholarship,Finance Manager,126067,Domestic,Career Growth,On-Campus,Yes,750
3897,23,Male,Science,3.42,2,Analyst,67264,No,215,3.8,4.6,Loan,Finance Manager,198548,International,Skill Enhancement,On-Campus,Yes,500
3898,29,Male,Economics,3.43,3,Manager,66986,No,138,4.0,1.4,Scholarship,Startup Founder,74828,Domestic,Career Growth,Online,Yes,600
3899,32,Male,Business,2.47,3,Engineer,60770,Yes,473,5.3,9.3,Self-funded,Executive,138868,Domestic,Skill Enhancement,On-Campus,Yes,600
3900,24,Male,Science,3.54,0,Consultant,66602,Yes,245,3.5,8.0,Employer,Marketing Director,191356,Domestic,Entrepreneurship,Online,Yes,500
3901,33,Male,Business,2.04,9,Consultant,53743,No,283,8.5,8.7,Self-funded,Executive,176698,International,Entrepreneurship,Online,No,990
3902,27,Female,Engineering,3.43,0,Manager,91395,No,241,5.2,1.2,Scholarship,Executive,88680,Domestic,Networking,Online,No,600
3903,34,Male,Business,2.2,0,Engineer,116089,No,410,1.1,8.9,Scholarship,Consultant,179118,International,Entrepreneurship,Online,No,800
3904,29,Male,Business,3.46,3,Consultant,70314,Yes,146,4.5,5.2,Loan,Consultant,133423,International,Skill Enhancement,On-Campus,Yes,650
3905,31,Female,Economics,3.05,0,Analyst,66311,No,449,6.3,9.2,Loan,Marketing Director,78425,International,Skill Enhancement,On-Campus,No,990
3906,32,Female,Business,2.87,5,Manager,71070,No,450,6.9,7.2,Self-funded,Consultant,115133,Domestic,Skill Enhancement,On-Campus,No,550
3907,27,Female,Science,3.38,1,Consultant,41974,No,288,1.9,4.8,Scholarship,Consultant,91460,International,Career Growth,Online,Yes,500
3908,29,Male,Business,2.07,0,Engineer,48608,Yes,229,5.5,2.1,Scholarship,Marketing Director,182275,Domestic,Entrepreneurship,Online,No,600
3909,32,Male,Arts,2.45,6,Entrepreneur,49475,No,351,4.9,6.0,Self-funded,Executive,65126,International,Career Growth,Online,Yes,990
3910,23,Female,Business,3.23,5,Consultant,74040,Yes,106,2.6,7.4,Scholarship,Startup Founder,113954,Domestic,Career Growth,Online,No,550
3911,24,Female,Arts,3.69,0,Engineer,100688,Yes,460,2.6,9.1,Scholarship,Executive,158015,Domestic,Career Growth,Online,Yes,990
3912,34,Male,Business,2.76,9,Manager,114047,No,77,9.8,9.0,Employer,Marketing Director,90961,Domestic,Skill Enhancement,Online,Yes,500
3913,28,Female,Business,2.52,8,Engineer,58163,No,240,4.7,3.3,Employer,Executive,188417,International,Networking,Online,Yes,800
3914,26,Male,Science,3.04,5,Engineer,46061,Yes,59,6.8,1.7,Scholarship,Consultant,123733,International,Career Growth,Online,Yes,650
3915,25,Other,Arts,3.24,1,Manager,114093,No,319,2.9,5.2,Self-funded,Startup Founder,132953,Domestic,Skill Enhancement,Online,Yes,500
3916,33,Female,Arts,2.84,6,Entrepreneur,67371,No,349,9.6,3.5,Scholarship,Finance Manager,63767,International,Skill Enhancement,On-Campus,Yes,700
3917,24,Female,Economics,3.75,2,Analyst,114342,No,187,9.5,3.9,Loan,Consultant,128644,International,Career Growth,Online,Yes,700
3918,28,Female,Business,3.05,6,Entrepreneur,53516,No,387,8.1,7.0,Loan,Marketing Director,146198,International,Skill Enhancement,On-Campus,Yes,500
3919,21,Female,Business,2.07,8,Analyst,67397,Yes,253,4.9,7.7,Self-funded,Marketing Director,147459,Domestic,Networking,Online,No,750
3920,34,Male,Science,2.45,4,Analyst,67145,No,324,4.7,7.6,Self-funded,Executive,142380,Domestic,Career Growth,On-Campus,Yes,850
3921,29,Male,Economics,2.9,0,Analyst,67168,Yes,400,9.0,8.4,Employer,Finance Manager,98630,Domestic,Networking,Online,No,800
3922,21,Male,Economics,3.4,4,Consultant,91099,No,319,8.8,1.4,Loan,Finance Manager,67346,Domestic,Entrepreneurship,Online,Yes,750
3923,28,Male,Science,2.44,7,Entrepreneur,60446,Yes,266,9.3,9.7,Scholarship,Executive,188028,International,Networking,On-Campus,No,700
3924,24,Female,Arts,3.95,7,Engineer,62363,No,14,3.5,4.0,Scholarship,Consultant,175552,International,Networking,On-Campus,No,990
3925,29,Male,Engineering,2.64,2,Consultant,50368,No,245,7.0,4.3,Self-funded,Startup Founder,189774,International,Entrepreneurship,On-Campus,No,800
3926,34,Male,Science,3.06,3,Manager,116669,No,179,7.0,6.7,Scholarship,Finance Manager,122559,International,Entrepreneurship,Online,No,990
3927,31,Female,Arts,2.04,7,Manager,40412,Yes,101,4.2,3.0,Loan,Executive,169301,Domestic,Skill Enhancement,On-Campus,No,990
3928,25,Female,Economics,3.77,7,Analyst,118767,Yes,83,1.9,7.1,Scholarship,Startup Founder,181011,International,Skill Enhancement,Online,Yes,650
3929,23,Male,Science,3.58,6,Consultant,70605,Yes,427,1.9,3.4,Employer,Executive,177475,International,Entrepreneurship,On-Campus,Yes,800
3930,29,Male,Engineering,2.39,5,Consultant,63164,Yes,113,8.6,7.3,Scholarship,Startup Founder,60028,International,Entrepreneurship,On-Campus,Yes,850
3931,31,Male,Business,3.87,3,Manager,41929,No,94,4.1,8.4,Loan,Startup Founder,79052,Domestic,Career Growth,On-Campus,Yes,900
3932,34,Female,Science,2.63,9,Engineer,47127,No,231,9.0,9.1,Self-funded,Consultant,168118,International,Career Growth,On-Campus,Yes,990
3933,34,Male,Engineering,3.38,8,Entrepreneur,117199,Yes,452,3.6,4.7,Employer,Marketing Director,135961,International,Career Growth,On-Campus,Yes,700
3934,29,Female,Engineering,3.64,1,Entrepreneur,72413,No,495,2.8,8.3,Employer,Marketing Director,182542,International,Career Growth,On-Campus,Yes,500
3935,24,Male,Science,3.48,1,Analyst,97553,No,318,4.5,5.2,Employer,Finance Manager,104736,International,Entrepreneurship,Online,No,800
3936,31,Male,Arts,3.84,0,Analyst,90630,Yes,376,7.5,3.2,Scholarship,Marketing Director,105597,International,Skill Enhancement,On-Campus,No,750
3937,24,Female,Science,3.73,2,Analyst,106395,Yes,100,6.6,7.6,Scholarship,Finance Manager,122915,Domestic,Career Growth,On-Campus,Yes,850
3938,32,Male,Economics,3.99,2,Manager,76795,No,240,2.4,3.7,Scholarship,Finance Manager,78741,International,Entrepreneurship,Online,Yes,850
3939,28,Male,Engineering,2.37,3,Manager,60422,Yes,318,9.8,2.5,Employer,Startup Founder,73299,International,Networking,On-Campus,Yes,500
3940,22,Male,Engineering,2.61,2,Entrepreneur,48706,No,160,9.8,2.1,Scholarship,Finance Manager,143979,International,Skill Enhancement,On-Campus,No,750
3941,29,Male,Business,3.27,9,Analyst,75743,Yes,91,3.4,4.6,Employer,Executive,145964,International,Skill Enhancement,On-Campus,No,850
3942,33,Female,Engineering,3.47,5,Consultant,79513,No,279,5.8,7.7,Employer,Executive,70208,International,Skill Enhancement,On-Campus,Yes,990
3943,34,Male,Business,3.07,8,Engineer,63167,Yes,467,3.0,8.3,Scholarship,Startup Founder,112521,International,Networking,On-Campus,Yes,700
3944,26,Male,Engineering,2.15,7,Manager,99190,Yes,34,9.9,8.5,Self-funded,Consultant,89499,Domestic,Skill Enhancement,On-Campus,Yes,850
3945,29,Male,Engineering,3.68,5,Analyst,112482,Yes,203,4.1,4.9,Employer,Startup Founder,154520,Domestic,Skill Enhancement,On-Campus,No,500
3946,28,Female,Science,3.92,7,Analyst,95077,Yes,403,9.1,1.3,Scholarship,Startup Founder,96081,International,Skill Enhancement,Online,Yes,990
3947,27,Female,Science,2.81,7,Manager,64832,No,279,4.9,2.6,Loan,Marketing Director,99466,International,Career Growth,Online,Yes,900
3948,33,Female,Economics,2.45,9,Entrepreneur,114551,No,494,7.4,2.8,Self-funded,Marketing Director,66454,Domestic,Entrepreneurship,Online,Yes,750
3949,34,Female,Arts,2.04,5,Entrepreneur,40691,No,300,9.1,5.5,Loan,Startup Founder,134707,International,Networking,Online,No,500
3950,21,Male,Economics,2.47,1,Entrepreneur,97552,No,435,6.6,9.2,Scholarship,Executive,198504,International,Entrepreneurship,On-Campus,No,990
3951,34,Male,Engineering,3.4,4,Entrepreneur,63393,Yes,106,3.1,2.2,Self-funded,Startup Founder,137643,Domestic,Skill Enhancement,Online,No,990
3952,32,Male,Economics,3.82,3,Consultant,61189,No,168,8.2,1.3,Scholarship,Executive,146550,Domestic,Entrepreneurship,Online,Yes,650
3953,23,Male,Science,2.19,5,Analyst,39856,No,184,9.2,1.0,Loan,Consultant,72648,Domestic,Entrepreneurship,On-Campus,Yes,650
3954,31,Male,Engineering,3.11,1,Entrepreneur,46447,No,497,1.8,9.1,Loan,Marketing Director,191285,Domestic,Career Growth,Online,Yes,850
3955,34,Female,Engineering,3.39,3,Entrepreneur,78279,No,375,4.4,8.4,Scholarship,Finance Manager,189432,Domestic,Networking,On-Campus,Yes,990
3956,22,Female,Economics,2.55,7,Engineer,112816,Yes,200,9.9,9.7,Scholarship,Executive,173219,International,Networking,On-Campus,No,550
3957,25,Female,Business,3.14,0,Engineer,117778,Yes,393,6.9,7.3,Self-funded,Executive,113745,International,Career Growth,On-Campus,No,650
3958,25,Male,Arts,3.43,2,Analyst,78616,Yes,376,2.6,6.5,Self-funded,Consultant,199302,International,Career Growth,Online,No,500
3959,25,Female,Economics,3.68,3,Manager,102903,No,14,8.6,2.1,Scholarship,Marketing Director,75468,International,Skill Enhancement,Online,Yes,750
3960,24,Female,Economics,2.9,1,Entrepreneur,48463,Yes,239,5.2,6.2,Self-funded,Marketing Director,127747,Domestic,Networking,On-Campus,No,500
3961,25,Female,Arts,3.5,1,Consultant,46384,No,240,8.8,8.1,Employer,Marketing Director,193808,International,Skill Enhancement,On-Campus,No,750
3962,23,Male,Engineering,2.6,5,Engineer,67569,Yes,314,7.9,8.8,Self-funded,Executive,105656,Domestic,Skill Enhancement,Online,No,500
3963,32,Male,Engineering,2.43,5,Entrepreneur,50393,No,246,7.5,8.8,Employer,Marketing Director,88960,International,Entrepreneurship,Online,Yes,900
3964,21,Male,Business,2.37,2,Manager,111641,No,63,3.4,3.7,Self-funded,Marketing Director,78642,Domestic,Career Growth,Online,Yes,700
3965,25,Male,Economics,2.72,7,Consultant,81915,No,232,6.0,2.7,Loan,Finance Manager,101618,International,Entrepreneurship,On-Campus,No,900
3966,33,Female,Arts,2.07,2,Engineer,114553,Yes,483,8.7,2.3,Loan,Executive,159142,International,Entrepreneurship,Online,Yes,500
3967,29,Male,Economics,2.57,1,Manager,58823,Yes,290,8.7,6.8,Scholarship,Executive,171984,International,Skill Enhancement,Online,Yes,550
3968,33,Male,Science,3.3,4,Manager,97218,No,449,2.5,1.6,Self-funded,Marketing Director,70757,Domestic,Networking,On-Campus,Yes,600
3969,29,Female,Economics,3.3,6,Consultant,69760,No,160,4.6,8.8,Scholarship,Startup Founder,170363,Domestic,Skill Enhancement,On-Campus,No,550
3970,24,Female,Economics,2.15,0,Consultant,79409,Yes,136,5.1,8.3,Loan,Marketing Director,127422,Domestic,Entrepreneurship,Online,Yes,650
3971,23,Male,Science,2.57,1,Engineer,102201,No,23,5.3,1.1,Self-funded,Executive,101165,Domestic,Networking,On-Campus,Yes,500
3972,21,Female,Science,3.14,1,Consultant,88308,Yes,416,5.1,6.3,Employer,Executive,180589,International,Skill Enhancement,Online,Yes,700
3973,22,Male,Arts,2.64,7,Entrepreneur,42477,No,294,1.9,6.7,Self-funded,Finance Manager,104683,Domestic,Networking,On-Campus,Yes,650
3974,28,Male,Engineering,2.84,9,Consultant,116593,No,380,9.1,9.2,Loan,Consultant,168346,Domestic,Networking,Online,No,500
3975,21,Male,Business,3.43,5,Manager,59959,No,235,8.0,5.8,Self-funded,Marketing Director,71718,Domestic,Career Growth,Online,No,900
3976,28,Female,Science,2.02,3,Consultant,84083,No,227,4.9,1.5,Self-funded,Consultant,194499,Domestic,Career Growth,Online,No,900
3977,33,Female,Engineering,2.55,3,Engineer,94698,Yes,366,9.6,7.2,Scholarship,Marketing Director,110768,International,Career Growth,Online,No,900
3978,27,Male,Arts,2.28,4,Entrepreneur,56417,No,22,5.9,4.1,Scholarship,Finance Manager,135783,Domestic,Networking,On-Campus,No,800
3979,28,Female,Economics,2.26,2,Consultant,115795,No,357,1.5,5.6,Loan,Consultant,64685,International,Networking,On-Campus,No,850
3980,32,Male,Arts,3.92,3,Entrepreneur,77751,No,411,5.0,3.2,Scholarship,Startup Founder,63413,International,Entrepreneurship,Online,Yes,900
3981,26,Female,Arts,2.75,3,Consultant,66861,No,213,2.9,8.7,Scholarship,Marketing Director,177092,International,Networking,Online,Yes,900
3982,32,Male,Science,3.05,6,Entrepreneur,49038,Yes,445,10.0,6.3,Self-funded,Marketing Director,110885,Domestic,Networking,Online,No,550
3983,34,Male,Business,3.47,6,Consultant,50368,Yes,180,2.1,7.7,Scholarship,Finance Manager,119991,Domestic,Networking,On-Campus,Yes,600
3984,29,Female,Science,2.09,0,Consultant,95210,No,157,3.8,2.4,Scholarship,Marketing Director,185877,Domestic,Skill Enhancement,On-Campus,No,650
3985,23,Female,Economics,2.48,2,Analyst,108328,No,141,7.1,6.1,Self-funded,Finance Manager,187229,Domestic,Networking,Online,Yes,500
3986,30,Male,Science,3.66,8,Manager,113789,No,373,3.0,3.7,Scholarship,Marketing Director,69777,Domestic,Networking,On-Campus,Yes,500
3987,24,Male,Economics,3.72,5,Engineer,93367,Yes,229,2.0,1.2,Scholarship,Marketing Director,94350,Domestic,Skill Enhancement,On-Campus,Yes,700
3988,33,Male,Science,2.75,5,Engineer,46761,Yes,421,4.5,7.6,Employer,Startup Founder,132687,International,Networking,Online,Yes,500
3989,26,Male,Business,2.75,3,Analyst,48776,No,170,9.1,9.8,Loan,Executive,81218,International,Entrepreneurship,On-Campus,No,500
3990,28,Female,Engineering,3.51,9,Consultant,43517,No,429,6.2,7.6,Self-funded,Marketing Director,60836,International,Networking,On-Campus,No,500
3991,25,Other,Business,2.59,8,Manager,94470,No,126,7.7,1.8,Scholarship,Marketing Director,186005,International,Entrepreneurship,On-Campus,No,900
3992,23,Male,Science,2.23,2,Entrepreneur,61976,No,42,3.6,6.7,Scholarship,Consultant,163823,International,Skill Enhancement,Online,Yes,650
3993,26,Male,Arts,2.52,7,Analyst,63547,No,104,9.0,8.5,Scholarship,Finance Manager,151669,Domestic,Entrepreneurship,On-Campus,Yes,600
3994,24,Female,Engineering,2.77,5,Engineer,96401,Yes,418,6.0,2.5,Scholarship,Marketing Director,177902,International,Skill Enhancement,Online,No,900
3995,29,Male,Arts,2.1,1,Engineer,111456,No,162,4.2,9.8,Self-funded,Startup Founder,156287,International,Skill Enhancement,Online,No,800
3996,33,Female,Business,2.96,2,Engineer,37091,Yes,374,6.9,6.6,Scholarship,Marketing Director,142412,Domestic,Skill Enhancement,Online,No,550
3997,23,Male,Engineering,3.48,0,Consultant,63306,No,243,4.7,9.8,Loan,Finance Manager,117103,Domestic,Networking,On-Campus,No,850
3998,24,Female,Science,3.03,2,Entrepreneur,89099,No,74,3.5,6.7,Loan,Marketing Director,173696,Domestic,Career Growth,Online,Yes,500
3999,27,Female,Arts,2.14,3,Entrepreneur,77571,No,463,7.9,7.0,Scholarship,Consultant,119299,Domestic,Networking,Online,Yes,500
4000,27,Female,Science,2.88,5,Entrepreneur,86693,No,155,2.0,7.8,Scholarship,Finance Manager,63032,Domestic,Networking,Online,Yes,650
4001,32,Female,Economics,3.42,9,Consultant,87577,Yes,80,7.0,8.2,Self-funded,Executive,191603,Domestic,Career Growth,On-Campus,Yes,500
4002,32,Male,Engineering,2.12,6,Engineer,109004,Yes,362,5.7,8.9,Employer,Consultant,109927,Domestic,Networking,On-Campus,No,900
4003,24,Female,Arts,2.12,2,Engineer,44275,No,170,5.6,7.8,Self-funded,Startup Founder,76614,Domestic,Entrepreneurship,Online,No,700
4004,26,Female,Business,2.74,6,Consultant,36222,No,282,4.1,5.1,Self-funded,Finance Manager,119931,International,Career Growth,On-Campus,Yes,650
4005,32,Male,Business,2.39,3,Manager,117336,Yes,308,3.5,3.3,Loan,Startup Founder,144805,International,Entrepreneurship,Online,No,900
4006,33,Male,Business,3.87,0,Consultant,94747,Yes,155,7.2,4.6,Loan,Marketing Director,156712,International,Entrepreneurship,Online,No,850
4007,23,Male,Business,3.16,0,Consultant,41455,Yes,435,8.3,9.3,Employer,Consultant,97779,Domestic,Networking,Online,No,800
4008,26,Male,Arts,2.57,7,Engineer,37143,No,196,4.5,8.8,Scholarship,Marketing Director,171254,International,Skill Enhancement,Online,No,700
4009,32,Male,Economics,3.41,9,Entrepreneur,41876,No,317,2.3,4.3,Employer,Executive,170038,International,Networking,On-Campus,No,850
4010,22,Female,Business,2.75,6,Engineer,54463,Yes,418,1.2,4.8,Scholarship,Executive,83078,International,Career Growth,Online,No,800
4011,28,Male,Business,2.26,3,Manager,102750,Yes,105,6.2,3.6,Loan,Consultant,82817,International,Entrepreneurship,Online,Yes,600
4012,22,Female,Business,2.47,0,Analyst,59200,No,459,3.3,6.6,Loan,Executive,140021,International,Entrepreneurship,On-Campus,Yes,600
4013,31,Male,Economics,3.29,5,Analyst,80048,No,3,4.7,4.2,Scholarship,Startup Founder,132878,Domestic,Skill Enhancement,Online,Yes,700
4014,27,Male,Engineering,2.1,9,Consultant,102024,No,487,6.0,8.2,Loan,Marketing Director,140401,Domestic,Skill Enhancement,Online,Yes,500
4015,29,Male,Business,2.55,6,Analyst,38594,Yes,153,7.5,5.3,Employer,Marketing Director,191388,Domestic,Entrepreneurship,On-Campus,No,850
4016,21,Male,Business,2.42,5,Entrepreneur,65069,No,153,4.8,3.0,Employer,Finance Manager,119805,International,Skill Enhancement,On-Campus,Yes,850
4017,28,Male,Business,2.4,5,Engineer,76094,Yes,358,7.3,5.0,Employer,Executive,81493,International,Career Growth,Online,No,800
4018,27,Male,Engineering,3.37,7,Manager,65352,Yes,193,9.2,7.6,Scholarship,Consultant,79888,Domestic,Career Growth,On-Campus,Yes,800
4019,26,Male,Business,3.65,5,Manager,84379,No,256,3.5,5.1,Self-funded,Consultant,146960,Domestic,Entrepreneurship,Online,Yes,650
4020,26,Female,Engineering,3.43,1,Manager,73070,No,460,7.3,6.1,Employer,Consultant,187068,International,Skill Enhancement,On-Campus,Yes,600
4021,26,Female,Engineering,3.29,6,Engineer,79394,Yes,378,3.7,9.2,Scholarship,Marketing Director,142064,Domestic,Skill Enhancement,Online,No,850
4022,29,Male,Science,3.83,9,Entrepreneur,32350,No,466,1.6,7.4,Self-funded,Marketing Director,89511,International,Entrepreneurship,Online,Yes,500
4023,22,Female,Science,2.12,3,Manager,39331,Yes,233,1.7,10.0,Self-funded,Marketing Director,198166,International,Skill Enhancement,On-Campus,Yes,990
4024,21,Female,Business,2.33,2,Analyst,40559,No,293,7.3,1.7,Employer,Marketing Director,179061,Domestic,Networking,On-Campus,No,500
4025,33,Male,Arts,2.83,7,Entrepreneur,109311,Yes,378,2.3,7.8,Loan,Finance Manager,179056,Domestic,Skill Enhancement,On-Campus,Yes,600
4026,32,Other,Science,2.74,9,Entrepreneur,39678,Yes,269,10.0,7.6,Loan,Finance Manager,160601,International,Career Growth,Online,No,990
4027,26,Female,Science,2.84,4,Entrepreneur,71924,No,82,5.9,2.0,Employer,Startup Founder,138915,Domestic,Networking,Online,No,800
4028,30,Male,Arts,2.41,3,Manager,98201,No,143,3.8,9.7,Self-funded,Marketing Director,91644,Domestic,Skill Enhancement,On-Campus,No,700
4029,31,Male,Economics,2.3,3,Entrepreneur,95356,No,495,6.4,8.6,Employer,Startup Founder,108158,Domestic,Career Growth,On-Campus,No,500
4030,28,Male,Business,3.02,4,Manager,43129,No,134,1.8,5.6,Self-funded,Marketing Director,194110,Domestic,Skill Enhancement,On-Campus,Yes,850
4031,23,Male,Economics,3.86,3,Analyst,102062,No,295,1.5,3.0,Loan,Marketing Director,118901,International,Career Growth,Online,No,850
4032,32,Female,Economics,2.78,2,Analyst,53681,No,141,5.8,2.7,Employer,Consultant,189149,International,Networking,On-Campus,Yes,500
4033,30,Male,Engineering,2.09,3,Analyst,100781,Yes,76,2.6,2.1,Scholarship,Executive,155412,Domestic,Career Growth,On-Campus,No,650
4034,21,Female,Engineering,3.41,9,Analyst,87713,No,378,1.7,2.7,Loan,Startup Founder,125562,Domestic,Networking,Online,Yes,600
4035,29,Female,Business,2.58,4,Entrepreneur,64162,Yes,74,6.7,9.3,Loan,Executive,150089,Domestic,Skill Enhancement,Online,Yes,500
4036,33,Female,Arts,2.49,1,Entrepreneur,71788,No,123,5.0,6.7,Self-funded,Executive,63358,International,Entrepreneurship,On-Campus,Yes,650
4037,33,Female,Engineering,2.65,6,Manager,85556,No,154,5.5,2.1,Loan,Startup Founder,188957,International,Skill Enhancement,On-Campus,Yes,500
4038,21,Male,Science,3.45,4,Analyst,81227,No,411,7.9,9.3,Self-funded,Finance Manager,111768,International,Networking,On-Campus,Yes,750
4039,23,Male,Business,3.64,8,Consultant,108273,Yes,22,7.2,1.5,Self-funded,Consultant,139974,Domestic,Career Growth,On-Campus,Yes,800
4040,28,Female,Economics,3.18,5,Analyst,108350,Yes,97,8.2,4.7,Scholarship,Finance Manager,122269,International,Entrepreneurship,On-Campus,Yes,800
4041,34,Male,Business,2.64,0,Engineer,95911,No,107,1.8,7.7,Loan,Startup Founder,101107,Domestic,Entrepreneurship,On-Campus,No,900
4042,23,Male,Engineering,2.62,8,Consultant,56405,No,80,1.7,8.4,Loan,Finance Manager,75815,Domestic,Networking,Online,Yes,750
4043,33,Female,Arts,2.25,4,Engineer,66758,No,193,6.2,8.6,Employer,Startup Founder,188482,International,Skill Enhancement,Online,Yes,600
4044,24,Female,Economics,3.87,8,Consultant,44861,No,498,9.3,9.5,Employer,Finance Manager,82603,Domestic,Networking,Online,No,600
